INFO:     Started server process [6868]
INFO:     Waiting for application startup.
INFO:     Application startup complete.
INFO:     Uvicorn running on http://127.0.0.1:8000 (Press CTRL+C to quit)
[2026-08-22 06:17:15] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/3623e7278a4e42f1a3cdfc9ca23009c3> (referer: https://www.google.com/)
[2026-08-22 06:17:16] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/46f1e3010af54ff8b5ffb5d63467e15e> (referer: https://www.google.com/)
[2026-08-22 06:17:16] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/a8ef881b596c469bb3a1ca4a8ffe855c> (referer: https://www.google.com/)
[2026-08-22 06:17:17] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/a8ef881b596c469bb3a1ca4a8ffe855c> (referer: https://www.google.com/)
[2026-08-22 06:17:17] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/a8ef881b596c469bb3a1ca4a8ffe855c> (referer: https://www.google.com/)
[2026-08-22 06:17:18] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/0ce9d27c74694e62994f77f5ba319128> (referer: https://www.google.com/)
[2026-08-22 06:17:19] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/13afa1b1a18c4e0fb1e065030e16b178> (referer: https://www.google.com/)
[2026-08-22 06:17:21] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/8d93e227928640d0bb464b272af79931> (referer: https://www.google.com/)
[2026-08-22 06:17:22] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/48c321f4d61c4b60a4635758acdb6afa> (referer: https://www.google.com/)
[2026-08-22 06:17:23] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/3fef49ca22d34b0098603763c88ae3d3> (referer: https://www.google.com/)
[2026-08-22 06:17:24] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/60cce7d8bec741bbb9dbddc608c9173d> (referer: https://www.google.com/)
[2026-08-22 06:17:25] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/3ceed4416f354ae9a2aef525951a2157> (referer: https://www.google.com/)
[2026-08-22 06:17:25] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/3590acd39a9645aea5807bf596707f32> (referer: https://www.google.com/)
[2026-08-22 06:17:26] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/0f552381b96e4a2f89233f94c93ce8c5> (referer: https://www.google.com/)
[2026-08-22 06:17:26] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/d8da9a497fdd468480f8a7910c2189b7> (referer: https://www.google.com/)
[2026-08-22 06:17:28] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/cc43c1b733464cd6a300689c88301415> (referer: https://www.google.com/)
